"","row_index","exclusion_notes","exclusion_date"
"313",79607,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"314",80041,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"315",80287,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"316",80383,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"317",80407,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"318",80928,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"319",80929,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"320",81009,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"321",82151,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"322",82230,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"323",82527,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"324",84071,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"325",84393,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"326",84464,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"327",84565,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"328",84701,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"329",84702,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"330",84805,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"331",85319,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"332",85484,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"333",85691,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"334",87332,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"335",87660,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"336",88593,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"337",88833,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"338",88868,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"339",88898,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"340",88913,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"341",88943,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"342",89745,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"343",89988,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"344",90010,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"345",90049,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"346",90089,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"347",90150,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"348",90158,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"349",90240,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"350",90254,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"351",90292,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
"352",90328,"species has no observations in AvoNet; it is a gapspecies. Setting clean to 'gapspecies' or 'all' in load or extract functions will remove these from raw_data and place them in their own gapspecies tibble.","11/Oct/2023"
